THICKNESS
"[2.0, 2.276, 2.59, 2.947, 3.353, 3.816, 4.342, 4.941, 5.622, 6.397, 7.279, 8.283, 9.425, 10.72, 12.2, 13.89, 15.8, 17.98, 20.46, 23.28, 26.49, 30.15, 34.3, 39.04, 44.42, 50.54, 57.52, 65.45, 74.47]"
